global_step,lr,policy_loss,value_loss,entropy,approx_kl,clipfrac,ratio_min,ratio_max,explained_var,sps
2048,0.0003,-0.0584416389465332,0.5638608932495117,4.256252288818359,0.009428843148634769,0.04970703125,0.3703237473964691,1.9111251831054688,-0.19441347073765236,863
4096,0.0002993852459016393,-0.05454516410827637,0.2578705847263336,4.186279296875,0.027746564464177937,0.187890625,0.2500911056995392,2.584587335586548,0.46752283115423054,869
6144,0.00029877049180327867,-0.08446154743432999,0.2242811769247055,4.129143238067627,0.021858448209241033,0.13271484375,0.2908315360546112,2.8182218074798584,0.2790177529844612,963
8192,0.000298155737704918,-0.04426511004567146,0.15851551294326782,4.155078411102295,0.02144635946897324,0.130322265625,0.3070068061351776,2.6056759357452393,0.1658089358043845,1054
10240,0.00029754098360655737,0.0005623549222946167,0.10638052225112915,4.1498188972473145,0.021390752933803013,0.13212890625,0.30541133880615234,2.5208685398101807,0.4335419953193609,1116
12288,0.0002969262295081967,-0.04689725488424301,0.04707195609807968,4.118982315063477,0.019012272986583412,0.114794921875,0.3129240870475769,2.6972501277923584,0.7226183550911156,1158
14336,0.00029631147540983607,-0.019217411056160927,0.018976198509335518,4.077998638153076,0.015022889242391101,0.08486328125,0.26112744212150574,2.2744412422180176,0.851209015412679,1191
16384,0.00029569672131147536,-0.018743835389614105,0.010416561737656593,4.068315505981445,0.015303011215291918,0.086865234375,0.3660110831260681,2.2327544689178467,0.9392045159396939,1220
18432,0.0002950819672131147,-0.030347829684615135,0.005249686539173126,4.048279285430908,0.016165554578765295,0.093310546875,0.33044153451919556,2.49184513092041,0.9685590145172349,1197
20480,0.00029446721311475406,-0.06345617026090622,0.004502341616898775,4.056823253631592,0.017614044988295063,0.105419921875,0.3460947275161743,2.3557355403900146,0.9829576529385922,1218
22528,0.0002938524590163934,0.025049714371562004,0.0028335792012512684,4.010826587677002,0.018646548214019277,0.114599609375,0.33698445558547974,2.1602730751037598,0.9850119155060785,1235
24576,0.00029323770491803276,-0.056417983025312424,0.003304404206573963,3.956739664077759,0.017631697800243273,0.10810546875,0.36095139384269714,2.082974910736084,0.9855848795579664,1248
26624,0.0002926229508196721,-0.0030074957758188248,0.0034487780649214983,3.899996280670166,0.019289129914250226,0.123828125,0.345520555973053,1.9447797536849976,0.988112284731936,1244
28672,0.00029200819672131145,-0.061538197100162506,0.003615462454035878,3.8872947692871094,0.017084446916123854,0.10078125,0.37176036834716797,2.4587695598602295,0.9825613867631052,1213
30720,0.0002913934426229508,-0.03422337770462036,0.004451616667211056,3.874523401260376,0.016782319234334864,0.099951171875,0.3139137327671051,2.799102306365967,0.9686947181868419,1186
32768,0.00029077868852459015,0.02268409915268421,0.005843744613230228,3.838590383529663,0.016592188645154236,0.09736328125,0.35316863656044006,2.1095633506774902,0.9706716734523201,1164
34816,0.00029016393442622945,-0.010211925953626633,0.0035487643908709288,3.8040966987609863,0.01427451278141234,0.0791015625,0.3007812201976776,2.1760661602020264,0.9695214833679952,1145
36864,0.00028954918032786885,-0.025260768830776215,0.002644066233187914,3.7610416412353516,0.012261215958278626,0.063818359375,0.3486708104610443,2.398242712020874,0.9802579975882082,1129
38912,0.0002889344262295082,-0.06770248711109161,0.0039010171312838793,3.7251088619232178,0.020115330134285615,0.121533203125,0.3422445058822632,2.6207759380340576,0.9804453578919268,1114
40960,0.00028831967213114755,-0.0247906856238842,0.001766880159266293,3.6895639896392822,0.018308234176947734,0.1037109375,0.24262984097003937,2.5314035415649414,0.9850406059957828,1101
43008,0.00028770491803278684,-0.056330617517232895,0.0016895111184567213,3.690002679824829,0.019810303646954706,0.12138671875,0.3774854838848114,2.371661424636841,0.9860540507086728,1106
45056,0.0002870901639344262,-0.0016836971044540405,0.0013293677475303411,3.7168660163879395,0.02384840194717981,0.141162109375,0.2231576144695282,3.3445897102355957,0.9904780731059496,1110
47104,0.00028647540983606554,-0.019996434450149536,0.003919148817658424,3.7106473445892334,0.01689388031081762,0.092333984375,0.2361672818660736,2.542220115661621,0.9560404872043263,1098
49152,0.0002858606557377049,-0.006738286931067705,0.003486932720988989,3.688976287841797,0.014481936578522436,0.079541015625,0.3758062422275543,2.6226911544799805,0.9695963310693364,1087
51200,0.00028524590163934424,0.01658950001001358,0.0028429024387151003,3.6738340854644775,0.011823798870318569,0.061181640625,0.3097270727157593,2.723640203475952,0.9689761549962769,1098
53248,0.0002846311475409836,-0.024295609444379807,0.0018853595247492194,3.6767239570617676,0.017030174113460816,0.098779296875,0.32301226258277893,2.370306968688965,0.9906890132241389,1109
55296,0.00028401639344262294,-0.005034564062952995,0.0078010098077356815,3.6765596866607666,0.016430278730695136,0.09716796875,0.3001895844936371,2.4329333305358887,0.9663384648379973,1118
57344,0.0002834016393442623,-0.004469424486160278,0.000688428059220314,3.680896520614624,0.014782652974827216,0.08095703125,0.33878815174102783,2.724144220352173,0.9906595722368827,1127
59392,0.00028278688524590163,0.01623554900288582,0.0004418491735123098,3.648143768310547,0.016143756348174065,0.0904296875,0.2826044261455536,3.266531467437744,0.9970580726637666,1135
61440,0.00028217213114754093,-0.049185268580913544,0.0008781622746028006,3.6167852878570557,0.01888839401071891,0.108740234375,0.27914249897003174,3.4814136028289795,0.9963201878621254,1143
63488,0.0002815573770491803,-0.028968609869480133,0.0005886801518499851,3.5916712284088135,0.014473379286937416,0.07919921875,0.30857664346694946,2.3429958820343018,0.996681701651443,1151
65536,0.0002809426229508196,-0.023313846439123154,0.0014047689037397504,3.5957603454589844,0.016638170686201194,0.0970703125,0.3530319035053253,2.3861868381500244,0.9888013535224713,1158
67584,0.00028032786885245903,-0.007480645552277565,0.00032723581534810364,3.5332798957824707,0.015917039138730615,0.090283203125,0.36959728598594666,2.297828435897827,0.9970628568713784,1165
69632,0.0002797131147540983,-0.021030321717262268,0.000583336572162807,3.5209009647369385,0.01769398736068979,0.10439453125,0.33006468415260315,2.89923095703125,0.9977978128754843,1172
71680,0.00027909836065573767,-0.022749844938516617,0.0005031551700085402,3.4981462955474854,0.018910179779049942,0.111865234375,0.31526967883110046,2.4161524772644043,0.9988359351266821,1176
73728,0.000278483606557377,-0.019902445375919342,0.00028555761673487723,3.46217679977417,0.018373850669013335,0.104345703125,0.313610315322876,2.528934955596924,0.9987032507324567,1175
75776,0.00027786885245901637,-0.0023868195712566376,0.0004861842608079314,3.3997271060943604,0.014732256860588678,0.081396484375,0.37995538115501404,2.141730785369873,0.998317252995291,1181
77824,0.0002772540983606557,-0.04220883175730705,0.0010549165308475494,3.3481099605560303,0.016013845181441867,0.08818359375,0.15599964559078217,2.1670234203338623,0.9964324238721792,1187
79872,0.00027663934426229507,-0.03581085056066513,0.0007104075630195439,3.359802484512329,0.02305561456887517,0.144970703125,0.3142225444316864,2.6620917320251465,0.9967069664898701,1193
81920,0.0002760245901639344,-0.0223672017455101,0.00218195840716362,3.3205904960632324,0.01590180361527018,0.09072265625,0.38594892621040344,2.941861152648926,0.9908163080874477,1199
83968,0.00027540983606557377,-0.07421267032623291,0.0019613539334386587,3.255241632461548,0.019330410318798386,0.110986328125,0.23666973412036896,2.6033647060394287,0.9878143206763778,1205
86016,0.0002747950819672131,-0.038557156920433044,0.003155801445245743,3.2539782524108887,0.01741260221460834,0.100341796875,0.3213702440261841,2.6553421020507812,0.9771359948305912,1210
88064,0.0002741803278688524,-0.0030053118243813515,0.0028725014999508858,3.243377685546875,0.016716745548183098,0.0943359375,0.3805945813655853,2.994887590408325,0.984568540100327,1215
90112,0.00027356557377049176,-0.03671656548976898,0.007331321947276592,3.218637228012085,0.021104769373778254,0.131787109375,0.23775096237659454,3.131953239440918,0.9738379102587454,1218
92160,0.0002729508196721311,-0.04738771542906761,0.004846920259296894,3.202638864517212,0.01805560792563483,0.109912109375,0.296858549118042,2.3126943111419678,0.9750802219566364,1222
94208,0.00027233606557377046,0.0039217546582221985,0.006007269490510225,3.1977155208587646,0.023000865912763402,0.14326171875,0.2121708244085312,2.997173309326172,0.978708110662209,1227
96256,0.0002717213114754098,-0.01550089381635189,0.002372352173551917,3.164919137954712,0.017648532020393758,0.102294921875,0.2772257328033447,2.136206865310669,0.9860831457380806,1231
98304,0.00027110655737704915,-0.023819230496883392,0.004272488411515951,3.142518997192383,0.018218475149478764,0.110107421875,0.3469140827655792,2.808584213256836,0.9808949123601585,1235
100352,0.0002704918032786885,-0.051257528364658356,0.002913314150646329,3.110668420791626,0.018495592006365767,0.1083984375,0.3416089713573456,3.3156421184539795,0.9813694815392818,1239
102400,0.00026987704918032785,-0.01009489968419075,0.00256875017657876,3.084970474243164,0.020551997152506375,0.126123046875,0.2844965159893036,2.6075825691223145,0.9814402814414689,1243
104448,0.00026926229508196715,0.007217384874820709,0.005929761566221714,3.051433563232422,0.018174135801382364,0.108544921875,0.306401789188385,2.4525461196899414,0.9774670868957347,1246
106496,0.00026864754098360655,-0.011497007682919502,0.004280732478946447,3.0380396842956543,0.01906611191807315,0.1111328125,0.2817594110965729,2.6187198162078857,0.9866729272422233,1249
108544,0.0002680327868852459,-0.03766995295882225,0.0034096152521669865,3.022920846939087,0.019752419786527753,0.120458984375,0.1509338766336441,2.6958858966827393,0.9821414755018345,1249
110592,0.00026741803278688525,-0.04943901300430298,0.0025492936838418245,3.014320135116577,0.02041534351883456,0.125830078125,0.3276160657405853,2.5806331634521484,0.9826680144507257,1241
112640,0.0002668032786885246,-0.022374626249074936,0.002685976680368185,2.999717950820923,0.01373561666405294,0.074267578125,0.36347320675849915,2.145986557006836,0.9835960477779493,1238
114688,0.0002661885245901639,0.015227427706122398,0.0027727456763386726,2.965341806411743,0.019469239545287564,0.116015625,0.3613187074661255,2.8529856204986572,0.9873190538670662,1242
116736,0.00026557377049180324,-0.051156967878341675,0.002333584474399686,2.9223923683166504,0.01811709399044048,0.112255859375,0.36273717880249023,2.3440542221069336,0.987762515991847,1244
118784,0.0002649590163934426,-0.027350958436727524,0.0019673784263432026,2.9126718044281006,0.019159663224127144,0.11015625,0.2927273213863373,3.5162222385406494,0.987713750797764,1248
120832,0.00026434426229508194,-0.03852622210979462,0.0020980904810130596,2.872487783432007,0.01893872307264246,0.1115234375,0.18713495135307312,2.4044501781463623,0.9883601295294243,1250
122880,0.0002637295081967213,-0.0243516992777586,0.0018860447453334928,2.8481333255767822,0.01850723831448704,0.10703125,0.29071423411369324,2.8434083461761475,0.9866532097407507,1253
124928,0.00026311475409836063,-0.02080061286687851,0.001693747122772038,2.805464744567871,0.016372164551285096,0.092578125,0.3218124210834503,2.924936294555664,0.9817040090929013,1256
