env_id,variant,seed,global_step,return_20k_window
Hopper-v5,clip0.1,3,600000,2706
Hopper-v5,clip0.1,3,610000,2761
Hopper-v5,clip0.1,3,620000,2688
Hopper-v5,clip0.1,3,630000,2413
Hopper-v5,clip0.1,3,640000,2226
Hopper-v5,clip0.1,3,650000,2234
Hopper-v5,clip0.1,3,660000,2274
Hopper-v5,clip0.1,3,670000,2082
Hopper-v5,clip0.1,3,680000,1997
Hopper-v5,clip0.1,3,690000,2084
Hopper-v5,clip0.1,3,700000,1662
Hopper-v5,clip0.1,3,710000,1589
Hopper-v5,clip0.1,3,720000,1834
Hopper-v5,clip0.1,3,730000,1722
Hopper-v5,clip0.1,3,740000,1826
Hopper-v5,clip0.1,3,750000,2270
Hopper-v5,clip0.1,3,760000,2414
Hopper-v5,clip0.1,3,770000,2639
Hopper-v5,clip0.1,3,780000,2688
Hopper-v5,clip0.1,3,790000,2588
Hopper-v5,clip0.1,3,800000,2720
Hopper-v5,clip0.1,3,810000,2597
Hopper-v5,clip0.1,3,820000,2705
Hopper-v5,clip0.1,3,830000,2990
Hopper-v5,clip0.1,3,840000,2900
Hopper-v5,clip0.1,3,850000,2701
Hopper-v5,clip0.1,3,860000,2707
Hopper-v5,clip0.1,3,870000,2649
Hopper-v5,clip0.1,3,880000,2758
Hopper-v5,clip0.1,3,890000,2644
Hopper-v5,clip0.1,3,900000,2444
Hopper-v5,clip0.1,3,910000,2681
Hopper-v5,clip0.1,3,920000,2800
Hopper-v5,clip0.1,3,930000,2675
Hopper-v5,clip0.1,3,940000,2361
Hopper-v5,clip0.1,3,950000,2206
Hopper-v5,clip0.1,3,960000,2237
Hopper-v5,clip0.1,3,970000,2311
Hopper-v5,clip0.1,3,980000,2372
Hopper-v5,clip0.1,3,990000,2198
Hopper-v5,clip0.1,3,1000000,2348
Hopper-v5,clip0.2,1,10000,37.69
Hopper-v5,clip0.2,1,20000,72.81
Hopper-v5,clip0.2,1,30000,225
Hopper-v5,clip0.2,1,40000,309.5
Hopper-v5,clip0.2,1,50000,352.7
Hopper-v5,clip0.2,1,60000,381.6
Hopper-v5,clip0.2,1,70000,458.2
Hopper-v5,clip0.2,1,80000,614.7
Hopper-v5,clip0.2,1,90000,764.1
Hopper-v5,clip0.2,1,100000,858.3
Hopper-v5,clip0.2,1,110000,938.7
Hopper-v5,clip0.2,1,120000,1013
Hopper-v5,clip0.2,1,130000,993.3
Hopper-v5,clip0.2,1,140000,940
Hopper-v5,clip0.2,1,150000,914
Hopper-v5,clip0.2,1,160000,942.8
Hopper-v5,clip0.2,1,170000,994.1
Hopper-v5,clip0.2,1,180000,1054
Hopper-v5,clip0.2,1,190000,1112
Hopper-v5,clip0.2,1,200000,1124
Hopper-v5,clip0.2,1,210000,1228
Hopper-v5,clip0.2,1,220000,1310
Hopper-v5,clip0.2,1,230000,1445
Hopper-v5,clip0.2,1,240000,1608
Hopper-v5,clip0.2,1,250000,1504
Hopper-v5,clip0.2,1,260000,1646
Hopper-v5,clip0.2,1,270000,1817
Hopper-v5,clip0.2,1,280000,1708
Hopper-v5,clip0.2,1,290000,1755
Hopper-v5,clip0.2,1,300000,2021
Hopper-v5,clip0.2,1,310000,2224
Hopper-v5,clip0.2,1,320000,1957
Hopper-v5,clip0.2,1,330000,1783
Hopper-v5,clip0.2,1,340000,1707
Hopper-v5,clip0.2,1,350000,1666
Hopper-v5,clip0.2,1,360000,1774
Hopper-v5,clip0.2,1,370000,1996
Hopper-v5,clip0.2,1,380000,1832
Hopper-v5,clip0.2,1,390000,1542
Hopper-v5,clip0.2,1,400000,1398
Hopper-v5,clip0.2,1,410000,1340
Hopper-v5,clip0.2,1,420000,1426
Hopper-v5,clip0.2,1,430000,1600
Hopper-v5,clip0.2,1,440000,1906
Hopper-v5,clip0.2,1,450000,1858
Hopper-v5,clip0.2,1,460000,1816
Hopper-v5,clip0.2,1,470000,1848
Hopper-v5,clip0.2,1,480000,1740
Hopper-v5,clip0.2,1,490000,1800
Hopper-v5,clip0.2,1,500000,1644
Hopper-v5,clip0.2,1,510000,1543
Hopper-v5,clip0.2,1,520000,1818
Hopper-v5,clip0.2,1,530000,1844
Hopper-v5,clip0.2,1,540000,1662
Hopper-v5,clip0.2,1,550000,1795
Hopper-v5,clip0.2,1,560000,1982
Hopper-v5,clip0.2,1,570000,1993
Hopper-v5,clip0.2,1,580000,1960
Hopper-v5,clip0.2,1,590000,1913
Hopper-v5,clip0.2,1,600000,2000
Hopper-v5,clip0.2,1,610000,1761
Hopper-v5,clip0.2,1,620000,1606
Hopper-v5,clip0.2,1,630000,1618
Hopper-v5,clip0.2,1,640000,1461
Hopper-v5,clip0.2,1,650000,1480
Hopper-v5,clip0.2,1,660000,1453
Hopper-v5,clip0.2,1,670000,1394
Hopper-v5,clip0.2,1,680000,1615
Hopper-v5,clip0.2,1,690000,1708
Hopper-v5,clip0.2,1,700000,1603
Hopper-v5,clip0.2,1,710000,1686
Hopper-v5,clip0.2,1,720000,1694
Hopper-v5,clip0.2,1,730000,1666
Hopper-v5,clip0.2,1,740000,1697
Hopper-v5,clip0.2,1,750000,1702
Hopper-v5,clip0.2,1,760000,1661
Hopper-v5,clip0.2,1,770000,1681
Hopper-v5,clip0.2,1,780000,1509
Hopper-v5,clip0.2,1,790000,1366
Hopper-v5,clip0.2,1,800000,1438
Hopper-v5,clip0.2,1,810000,1571
Hopper-v5,clip0.2,1,820000,1620
Hopper-v5,clip0.2,1,830000,1564
Hopper-v5,clip0.2,1,840000,1623
Hopper-v5,clip0.2,1,850000,1743
Hopper-v5,clip0.2,1,860000,2041
Hopper-v5,clip0.2,1,870000,2000
Hopper-v5,clip0.2,1,880000,1753
Hopper-v5,clip0.2,1,890000,1684
Hopper-v5,clip0.2,1,900000,1603
Hopper-v5,clip0.2,1,910000,1436
Hopper-v5,clip0.2,1,920000,1338
Hopper-v5,clip0.2,1,930000,1270
Hopper-v5,clip0.2,1,940000,1262
Hopper-v5,clip0.2,1,950000,1299
Hopper-v5,clip0.2,1,960000,1338
Hopper-v5,clip0.2,1,970000,1390
Hopper-v5,clip0.2,1,980000,1400
Hopper-v5,clip0.2,1,990000,1384
Hopper-v5,clip0.2,1,1000000,1354
Hopper-v5,clip0.2,2,10000,51.15
Hopper-v5,clip0.2,2,20000,90.12
Hopper-v5,clip0.2,2,30000,222.5
Hopper-v5,clip0.2,2,40000,277.6
Hopper-v5,clip0.2,2,50000,326.8
Hopper-v5,clip0.2,2,60000,360.6
Hopper-v5,clip0.2,2,70000,464.6
Hopper-v5,clip0.2,2,80000,637
Hopper-v5,clip0.2,2,90000,764
Hopper-v5,clip0.2,2,100000,877.9
Hopper-v5,clip0.2,2,110000,973.8
Hopper-v5,clip0.2,2,120000,1013
Hopper-v5,clip0.2,2,130000,993.8
Hopper-v5,clip0.2,2,140000,1045
Hopper-v5,clip0.2,2,150000,1138
Hopper-v5,clip0.2,2,160000,1221
Hopper-v5,clip0.2,2,170000,1156
Hopper-v5,clip0.2,2,180000,1108
Hopper-v5,clip0.2,2,190000,1301
Hopper-v5,clip0.2,2,200000,1481
Hopper-v5,clip0.2,2,210000,1436
Hopper-v5,clip0.2,2,220000,1520
Hopper-v5,clip0.2,2,230000,1624
Hopper-v5,clip0.2,2,240000,1544
Hopper-v5,clip0.2,2,250000,1716
Hopper-v5,clip0.2,2,260000,1881
Hopper-v5,clip0.2,2,270000,1734
Hopper-v5,clip0.2,2,280000,1825
Hopper-v5,clip0.2,2,290000,2170
Hopper-v5,clip0.2,2,300000,1965
Hopper-v5,clip0.2,2,310000,2044
Hopper-v5,clip0.2,2,320000,2676
Hopper-v5,clip0.2,2,330000,2797
Hopper-v5,clip0.2,2,340000,2757
Hopper-v5,clip0.2,2,350000,2623
Hopper-v5,clip0.2,2,360000,2733
Hopper-v5,clip0.2,2,370000,3106
Hopper-v5,clip0.2,2,380000,3038
Hopper-v5,clip0.2,2,390000,2798
Hopper-v5,clip0.2,2,400000,2757
Hopper-v5,clip0.2,2,410000,2620
Hopper-v5,clip0.2,2,420000,2110
Hopper-v5,clip0.2,2,430000,1968
Hopper-v5,clip0.2,2,440000,2306
Hopper-v5,clip0.2,2,450000,2123
Hopper-v5,clip0.2,2,460000,1869
Hopper-v5,clip0.2,2,470000,1892
Hopper-v5,clip0.2,2,480000,1867
Hopper-v5,clip0.2,2,490000,2009
Hopper-v5,clip0.2,2,500000,2125
Hopper-v5,clip0.2,2,510000,1785
Hopper-v5,clip0.2,2,520000,1760
Hopper-v5,clip0.2,2,530000,1862
Hopper-v5,clip0.2,2,540000,2123
Hopper-v5,clip0.2,2,550000,2948
Hopper-v5,clip0.2,2,560000,2789
Hopper-v5,clip0.2,2,570000,2349
Hopper-v5,clip0.2,2,580000,1950
Hopper-v5,clip0.2,2,590000,1713
Hopper-v5,clip0.2,2,600000,1601
Hopper-v5,clip0.2,2,610000,1732
Hopper-v5,clip0.2,2,620000,2103
Hopper-v5,clip0.2,2,630000,1950
Hopper-v5,clip0.2,2,640000,2187
Hopper-v5,clip0.2,2,650000,2534
Hopper-v5,clip0.2,2,660000,1829
Hopper-v5,clip0.2,2,670000,1763
Hopper-v5,clip0.2,2,680000,2294
Hopper-v5,clip0.2,2,690000,2548
Hopper-v5,clip0.2,2,700000,2180
Hopper-v5,clip0.2,2,710000,1827
Hopper-v5,clip0.2,2,720000,1938
Hopper-v5,clip0.2,2,730000,2285
Hopper-v5,clip0.2,2,740000,2491
Hopper-v5,clip0.2,2,750000,2462
Hopper-v5,clip0.2,2,760000,2565
Hopper-v5,clip0.2,2,770000,2834
Hopper-v5,clip0.2,2,780000,2649
Hopper-v5,clip0.2,2,790000,2228
Hopper-v5,clip0.2,2,800000,2181
Hopper-v5,clip0.2,2,810000,2500
Hopper-v5,clip0.2,2,820000,2870
Hopper-v5,clip0.2,2,830000,3243
Hopper-v5,clip0.2,2,840000,2909
Hopper-v5,clip0.2,2,850000,2424
Hopper-v5,clip0.2,2,860000,2598
Hopper-v5,clip0.2,2,870000,2266
Hopper-v5,clip0.2,2,880000,1842
Hopper-v5,clip0.2,2,890000,1777
Hopper-v5,clip0.2,2,900000,1984
Hopper-v5,clip0.2,2,910000,2724
Hopper-v5,clip0.2,2,920000,3077
Hopper-v5,clip0.2,2,930000,2808
Hopper-v5,clip0.2,2,940000,2680
Hopper-v5,clip0.2,2,950000,2486
Hopper-v5,clip0.2,2,960000,2327
Hopper-v5,clip0.2,2,970000,2634
Hopper-v5,clip0.2,2,980000,2945
Hopper-v5,clip0.2,2,990000,3061
Hopper-v5,clip0.2,2,1000000,3041
Hopper-v5,clip0.2,3,10000,37.89
Hopper-v5,clip0.2,3,20000,71.47
Hopper-v5,clip0.2,3,30000,196.6
Hopper-v5,clip0.2,3,40000,260.5
Hopper-v5,clip0.2,3,50000,305.6
Hopper-v5,clip0.2,3,60000,345.8
Hopper-v5,clip0.2,3,70000,379.2
Hopper-v5,clip0.2,3,80000,402.7
Hopper-v5,clip0.2,3,90000,417.9
Hopper-v5,clip0.2,3,100000,428.4
Hopper-v5,clip0.2,3,110000,437.2
Hopper-v5,clip0.2,3,120000,467.4
Hopper-v5,clip0.2,3,130000,545.1
Hopper-v5,clip0.2,3,140000,618.1
Hopper-v5,clip0.2,3,150000,648.9
Hopper-v5,clip0.2,3,160000,673.7
Hopper-v5,clip0.2,3,170000,714.9
Hopper-v5,clip0.2,3,180000,793.8
Hopper-v5,clip0.2,3,190000,903.6
Hopper-v5,clip0.2,3,200000,1035
Hopper-v5,clip0.2,3,210000,1145
Hopper-v5,clip0.2,3,220000,1314
Hopper-v5,clip0.2,3,230000,1649
Hopper-v5,clip0.2,3,240000,1836
Hopper-v5,clip0.2,3,250000,1952
Hopper-v5,clip0.2,3,260000,1972
Hopper-v5,clip0.2,3,270000,1559
Hopper-v5,clip0.2,3,280000,1376
Hopper-v5,clip0.2,3,290000,1436
Hopper-v5,clip0.2,3,300000,1512
Hopper-v5,clip0.2,3,310000,1756
Hopper-v5,clip0.2,3,320000,2391
Hopper-v5,clip0.2,3,330000,2575
Hopper-v5,clip0.2,3,340000,2009
Hopper-v5,clip0.2,3,350000,1775
Hopper-v5,clip0.2,3,360000,1601
Hopper-v5,clip0.2,3,370000,1561
Hopper-v5,clip0.2,3,380000,1529
Hopper-v5,clip0.2,3,390000,1440
Hopper-v5,clip0.2,3,400000,1476
Hopper-v5,clip0.2,3,410000,1623
Hopper-v5,clip0.2,3,420000,1734
Hopper-v5,clip0.2,3,430000,1757
Hopper-v5,clip0.2,3,440000,1655
Hopper-v5,clip0.2,3,450000,1703
Hopper-v5,clip0.2,3,460000,1745
Hopper-v5,clip0.2,3,470000,1641
Hopper-v5,clip0.2,3,480000,1710
Hopper-v5,clip0.2,3,490000,1848
Hopper-v5,clip0.2,3,500000,1586
Hopper-v5,clip0.2,3,510000,1391
Hopper-v5,clip0.2,3,520000,1581
Hopper-v5,clip0.2,3,530000,1992
Hopper-v5,clip0.2,3,540000,1996
Hopper-v5,clip0.2,3,550000,1762
Hopper-v5,clip0.2,3,560000,1810
Hopper-v5,clip0.2,3,570000,2005
Hopper-v5,clip0.2,3,580000,1750
Hopper-v5,clip0.2,3,590000,1734
Hopper-v5,clip0.2,3,600000,2182
Hopper-v5,clip0.2,3,610000,2210
Hopper-v5,clip0.2,3,620000,2153
Hopper-v5,clip0.2,3,630000,2190
Hopper-v5,clip0.2,3,640000,2368
Hopper-v5,clip0.2,3,650000,2216
Hopper-v5,clip0.2,3,660000,2056
Hopper-v5,clip0.2,3,670000,2400
Hopper-v5,clip0.2,3,680000,2658
Hopper-v5,clip0.2,3,690000,2456
Hopper-v5,clip0.2,3,700000,2367
Hopper-v5,clip0.2,3,710000,2456
Hopper-v5,clip0.2,3,720000,2661
Hopper-v5,clip0.2,3,730000,2398
Hopper-v5,clip0.2,3,740000,2260
Hopper-v5,clip0.2,3,750000,2252
Hopper-v5,clip0.2,3,760000,2080
Hopper-v5,clip0.2,3,770000,2197
Hopper-v5,clip0.2,3,780000,2402
Hopper-v5,clip0.2,3,790000,2321
Hopper-v5,clip0.2,3,800000,2142
Hopper-v5,clip0.2,3,810000,2227
Hopper-v5,clip0.2,3,820000,2683
Hopper-v5,clip0.2,3,830000,2828
Hopper-v5,clip0.2,3,840000,2432
Hopper-v5,clip0.2,3,850000,2110
Hopper-v5,clip0.2,3,860000,2009
Hopper-v5,clip0.2,3,870000,2239
Hopper-v5,clip0.2,3,880000,2391
Hopper-v5,clip0.2,3,890000,2176
Hopper-v5,clip0.2,3,900000,2127
Hopper-v5,clip0.2,3,910000,2176
Hopper-v5,clip0.2,3,920000,2169
Hopper-v5,clip0.2,3,930000,2195
Hopper-v5,clip0.2,3,940000,2412
Hopper-v5,clip0.2,3,950000,2164
Hopper-v5,clip0.2,3,960000,1776
Hopper-v5,clip0.2,3,970000,1937
Hopper-v5,clip0.2,3,980000,2319
Hopper-v5,clip0.2,3,990000,2290
Hopper-v5,clip0.2,3,1000000,2256
Hopper-v5,clip0.3,1,10000,44.79
Hopper-v5,clip0.3,1,20000,91.02
Hopper-v5,clip0.3,1,30000,289.7
Hopper-v5,clip0.3,1,40000,388
Hopper-v5,clip0.3,1,50000,536.3
Hopper-v5,clip0.3,1,60000,751.1
Hopper-v5,clip0.3,1,70000,878.9
Hopper-v5,clip0.3,1,80000,890.5
Hopper-v5,clip0.3,1,90000,893.9
Hopper-v5,clip0.3,1,100000,957.8
Hopper-v5,clip0.3,1,110000,1005
Hopper-v5,clip0.3,1,120000,1012
Hopper-v5,clip0.3,1,130000,1022
Hopper-v5,clip0.3,1,140000,1101
Hopper-v5,clip0.3,1,150000,1270
Hopper-v5,clip0.3,1,160000,1471
Hopper-v5,clip0.3,1,170000,1524
Hopper-v5,clip0.3,1,180000,1354
Hopper-v5,clip0.3,1,190000,1308
Hopper-v5,clip0.3,1,200000,1364
Hopper-v5,clip0.3,1,210000,1522
Hopper-v5,clip0.3,1,220000,1889
Hopper-v5,clip0.3,1,230000,1908
Hopper-v5,clip0.3,1,240000,1966
Hopper-v5,clip0.3,1,250000,2296
Hopper-v5,clip0.3,1,260000,1940
Hopper-v5,clip0.3,1,270000,1833
Hopper-v5,clip0.3,1,280000,2265
Hopper-v5,clip0.3,1,290000,2769
Hopper-v5,clip0.3,1,300000,2902
Hopper-v5,clip0.3,1,310000,2701
Hopper-v5,clip0.3,1,320000,2640
Hopper-v5,clip0.3,1,330000,2386
Hopper-v5,clip0.3,1,340000,2163
Hopper-v5,clip0.3,1,350000,1818
Hopper-v5,clip0.3,1,360000,1668
Hopper-v5,clip0.3,1,370000,2037
Hopper-v5,clip0.3,1,380000,2694
Hopper-v5,clip0.3,1,390000,2663
Hopper-v5,clip0.3,1,400000,2496
Hopper-v5,clip0.3,1,410000,2783
Hopper-v5,clip0.3,1,420000,2894
Hopper-v5,clip0.3,1,430000,2542
Hopper-v5,clip0.3,1,440000,2501
Hopper-v5,clip0.3,1,450000,2328
Hopper-v5,clip0.3,1,460000,1867
Hopper-v5,clip0.3,1,470000,1615
Hopper-v5,clip0.3,1,480000,1829
Hopper-v5,clip0.3,1,490000,2401
Hopper-v5,clip0.3,1,500000,2521
Hopper-v5,clip0.3,1,510000,2251
Hopper-v5,clip0.3,1,520000,2102
Hopper-v5,clip0.3,1,530000,2128
Hopper-v5,clip0.3,1,540000,1931
Hopper-v5,clip0.3,1,550000,1933
Hopper-v5,clip0.3,1,560000,2210
Hopper-v5,clip0.3,1,570000,2262
Hopper-v5,clip0.3,1,580000,2347
Hopper-v5,clip0.3,1,590000,2712
Hopper-v5,clip0.3,1,600000,2823
Hopper-v5,clip0.3,1,610000,3067
Hopper-v5,clip0.3,1,620000,3156
Hopper-v5,clip0.3,1,630000,3045
Hopper-v5,clip0.3,1,640000,2974
Hopper-v5,clip0.3,1,650000,2754
Hopper-v5,clip0.3,1,660000,2497
Hopper-v5,clip0.3,1,670000,2496
Hopper-v5,clip0.3,1,680000,2342
Hopper-v5,clip0.3,1,690000,2502
Hopper-v5,clip0.3,1,700000,2890
Hopper-v5,clip0.3,1,710000,2542
Hopper-v5,clip0.3,1,720000,2315
Hopper-v5,clip0.3,1,730000,2099
Hopper-v5,clip0.3,1,740000,2287
Hopper-v5,clip0.3,1,750000,2630
Hopper-v5,clip0.3,1,760000,2870
Hopper-v5,clip0.3,1,770000,3003
Hopper-v5,clip0.3,1,780000,2552
Hopper-v5,clip0.3,1,790000,2660
Hopper-v5,clip0.3,1,800000,2855
Hopper-v5,clip0.3,1,810000,2961
Hopper-v5,clip0.3,1,820000,2993
Hopper-v5,clip0.3,1,830000,2417
Hopper-v5,clip0.3,1,840000,2132
Hopper-v5,clip0.3,1,850000,2119
Hopper-v5,clip0.3,1,860000,2089
Hopper-v5,clip0.3,1,870000,1928
Hopper-v5,clip0.3,1,880000,1967
Hopper-v5,clip0.3,1,890000,2089
Hopper-v5,clip0.3,1,900000,2023
Hopper-v5,clip0.3,1,910000,2221
Hopper-v5,clip0.3,1,920000,2355
Hopper-v5,clip0.3,1,930000,2361
Hopper-v5,clip0.3,1,940000,2434
Hopper-v5,clip0.3,1,950000,2632
Hopper-v5,clip0.3,1,960000,2807
Hopper-v5,clip0.3,1,970000,2705
Hopper-v5,clip0.3,1,980000,2644
Hopper-v5,clip0.3,1,990000,2589
Hopper-v5,clip0.3,1,1000000,2678
Hopper-v5,clip0.3,2,10000,51.55
Hopper-v5,clip0.3,2,20000,97.52
Hopper-v5,clip0.3,2,30000,257.5
Hopper-v5,clip0.3,2,40000,331.1
Hopper-v5,clip0.3,2,50000,384.7
Hopper-v5,clip0.3,2,60000,434.8
Hopper-v5,clip0.3,2,70000,506.9
Hopper-v5,clip0.3,2,80000,593.4
Hopper-v5,clip0.3,2,90000,681.8
Hopper-v5,clip0.3,2,100000,778.7
Hopper-v5,clip0.3,2,110000,856.9
Hopper-v5,clip0.3,2,120000,931.9
Hopper-v5,clip0.3,2,130000,1009
Hopper-v5,clip0.3,2,140000,1051
Hopper-v5,clip0.3,2,150000,1029
Hopper-v5,clip0.3,2,160000,1011
Hopper-v5,clip0.3,2,170000,1006
Hopper-v5,clip0.3,2,180000,1061
Hopper-v5,clip0.3,2,190000,1084
Hopper-v5,clip0.3,2,200000,1128
Hopper-v5,clip0.3,2,210000,1225
Hopper-v5,clip0.3,2,220000,1259
Hopper-v5,clip0.3,2,230000,1300
Hopper-v5,clip0.3,2,240000,1400
Hopper-v5,clip0.3,2,250000,1496
Hopper-v5,clip0.3,2,260000,1259
Hopper-v5,clip0.3,2,270000,1182
Hopper-v5,clip0.3,2,280000,1253
Hopper-v5,clip0.3,2,290000,1260
Hopper-v5,clip0.3,2,300000,1361
Hopper-v5,clip0.3,2,310000,1614
Hopper-v5,clip0.3,2,320000,1858
Hopper-v5,clip0.3,2,330000,1728
Hopper-v5,clip0.3,2,340000,1829
Hopper-v5,clip0.3,2,350000,2084
Hopper-v5,clip0.3,2,360000,1864
Hopper-v5,clip0.3,2,370000,1679
Hopper-v5,clip0.3,2,380000,1877
Hopper-v5,clip0.3,2,390000,2263
Hopper-v5,clip0.3,2,400000,2367
Hopper-v5,clip0.3,2,410000,2413
Hopper-v5,clip0.3,2,420000,2284
Hopper-v5,clip0.3,2,430000,2354
Hopper-v5,clip0.3,2,440000,2791
Hopper-v5,clip0.3,2,450000,3205
Hopper-v5,clip0.3,2,460000,3193
Hopper-v5,clip0.3,2,470000,3190
Hopper-v5,clip0.3,2,480000,3196
Hopper-v5,clip0.3,2,490000,3174
Hopper-v5,clip0.3,2,500000,3170
Hopper-v5,clip0.3,2,510000,3173
Hopper-v5,clip0.3,2,520000,3132
Hopper-v5,clip0.3,2,530000,3023
Hopper-v5,clip0.3,2,540000,2857
Hopper-v5,clip0.3,2,550000,2730
Hopper-v5,clip0.3,2,560000,2313
Hopper-v5,clip0.3,2,570000,2080
Hopper-v5,clip0.3,2,580000,2124
Hopper-v5,clip0.3,2,590000,2268
Hopper-v5,clip0.3,2,600000,2295
Hopper-v5,clip0.3,2,610000,1931
Hopper-v5,clip0.3,2,620000,1447
Hopper-v5,clip0.3,2,630000,1310
Hopper-v5,clip0.3,2,640000,1609
Hopper-v5,clip0.3,2,650000,1807
Hopper-v5,clip0.3,2,660000,1973
Hopper-v5,clip0.3,2,670000,2116
Hopper-v5,clip0.3,2,680000,2204
Hopper-v5,clip0.3,2,690000,2379
Hopper-v5,clip0.3,2,700000,2402
Hopper-v5,clip0.3,2,710000,2611
Hopper-v5,clip0.3,2,720000,2935
Hopper-v5,clip0.3,2,730000,2893
Hopper-v5,clip0.3,2,740000,2725
Hopper-v5,clip0.3,2,750000,2710
Hopper-v5,clip0.3,2,760000,2604
Hopper-v5,clip0.3,2,770000,2260
Hopper-v5,clip0.3,2,780000,1866
Hopper-v5,clip0.3,2,790000,1861
Hopper-v5,clip0.3,2,800000,2391
Hopper-v5,clip0.3,2,810000,2394
Hopper-v5,clip0.3,2,820000,2395
Hopper-v5,clip0.3,2,830000,2662
Hopper-v5,clip0.3,2,840000,2553
Hopper-v5,clip0.3,2,850000,2774
Hopper-v5,clip0.3,2,860000,2718
Hopper-v5,clip0.3,2,870000,2546
Hopper-v5,clip0.3,2,880000,2627
Hopper-v5,clip0.3,2,890000,2751
Hopper-v5,clip0.3,2,900000,2973
Hopper-v5,clip0.3,2,910000,3025
Hopper-v5,clip0.3,2,920000,2783
Hopper-v5,clip0.3,2,930000,2670
Hopper-v5,clip0.3,2,940000,2726
Hopper-v5,clip0.3,2,950000,2503
Hopper-v5,clip0.3,2,960000,2520
Hopper-v5,clip0.3,2,970000,2815
Hopper-v5,clip0.3,2,980000,2913
Hopper-v5,clip0.3,2,990000,2962
Hopper-v5,clip0.3,2,1000000,2858
Hopper-v5,clip0.3,3,10000,45.05
Hopper-v5,clip0.3,3,20000,84.22
Hopper-v5,clip0.3,3,30000,226
Hopper-v5,clip0.3,3,40000,288.1
Hopper-v5,clip0.3,3,50000,357.2
Hopper-v5,clip0.3,3,60000,388.7
Hopper-v5,clip0.3,3,70000,417.2
Hopper-v5,clip0.3,3,80000,451.1
Hopper-v5,clip0.3,3,90000,525.4
Hopper-v5,clip0.3,3,100000,727.9
Hopper-v5,clip0.3,3,110000,1004
Hopper-v5,clip0.3,3,120000,1127
Hopper-v5,clip0.3,3,130000,1176
Hopper-v5,clip0.3,3,140000,1240
Hopper-v5,clip0.3,3,150000,1164
Hopper-v5,clip0.3,3,160000,1142
Hopper-v5,clip0.3,3,170000,1299
Hopper-v5,clip0.3,3,180000,1551
Hopper-v5,clip0.3,3,190000,1966
Hopper-v5,clip0.3,3,200000,1871
Hopper-v5,clip0.3,3,210000,1600
Hopper-v5,clip0.3,3,220000,1651
Hopper-v5,clip0.3,3,230000,1756
Hopper-v5,clip0.3,3,240000,2021
Hopper-v5,clip0.3,3,250000,2143
Hopper-v5,clip0.3,3,260000,2143
Hopper-v5,clip0.3,3,270000,2160
Hopper-v5,clip0.3,3,280000,1905
Hopper-v5,clip0.3,3,290000,1686
Hopper-v5,clip0.3,3,300000,1798
Hopper-v5,clip0.3,3,310000,1785
Hopper-v5,clip0.3,3,320000,1582
Hopper-v5,clip0.3,3,330000,1766
Hopper-v5,clip0.3,3,340000,2206
Hopper-v5,clip0.3,3,350000,2515
Hopper-v5,clip0.3,3,360000,2810
Hopper-v5,clip0.3,3,370000,2838
Hopper-v5,clip0.3,3,380000,1886
Hopper-v5,clip0.3,3,390000,1467
Hopper-v5,clip0.3,3,400000,1617
Hopper-v5,clip0.3,3,410000,1774
Hopper-v5,clip0.3,3,420000,1662
Hopper-v5,clip0.3,3,430000,1748
Hopper-v5,clip0.3,3,440000,1579
Hopper-v5,clip0.3,3,450000,1541
Hopper-v5,clip0.3,3,460000,2079
Hopper-v5,clip0.3,3,470000,2402
Hopper-v5,clip0.3,3,480000,2479
Hopper-v5,clip0.3,3,490000,2408
Hopper-v5,clip0.3,3,500000,1785
Hopper-v5,clip0.3,3,510000,1578
Hopper-v5,clip0.3,3,520000,2001
Hopper-v5,clip0.3,3,530000,2044
Hopper-v5,clip0.3,3,540000,1627
Hopper-v5,clip0.3,3,550000,1898
Hopper-v5,clip0.3,3,560000,2089
Hopper-v5,clip0.3,3,570000,1904
Hopper-v5,clip0.3,3,580000,2003
Hopper-v5,clip0.3,3,590000,2038
Hopper-v5,clip0.3,3,600000,1997
Hopper-v5,clip0.3,3,610000,2081
Hopper-v5,clip0.3,3,620000,2543
Hopper-v5,clip0.3,3,630000,2093
Hopper-v5,clip0.3,3,640000,1365
Hopper-v5,clip0.3,3,650000,1255
Hopper-v5,clip0.3,3,660000,1529
Hopper-v5,clip0.3,3,670000,1523
Hopper-v5,clip0.3,3,680000,1518
Hopper-v5,clip0.3,3,690000,1724
Hopper-v5,clip0.3,3,700000,1789
Hopper-v5,clip0.3,3,710000,1959
Hopper-v5,clip0.3,3,720000,2154
Hopper-v5,clip0.3,3,730000,2155
Hopper-v5,clip0.3,3,740000,1795
Hopper-v5,clip0.3,3,750000,1587
Hopper-v5,clip0.3,3,760000,1766
Hopper-v5,clip0.3,3,770000,2058
Hopper-v5,clip0.3,3,780000,2154
Hopper-v5,clip0.3,3,790000,2211
Hopper-v5,clip0.3,3,800000,2382
Hopper-v5,clip0.3,3,810000,2412
Hopper-v5,clip0.3,3,820000,2074
Hopper-v5,clip0.3,3,830000,2208
Hopper-v5,clip0.3,3,840000,2393
Hopper-v5,clip0.3,3,850000,2309
Hopper-v5,clip0.3,3,860000,2341
Hopper-v5,clip0.3,3,870000,2247
Hopper-v5,clip0.3,3,880000,2137
Hopper-v5,clip0.3,3,890000,2138
Hopper-v5,clip0.3,3,900000,2399
Hopper-v5,clip0.3,3,910000,2107
