global_step,lr,policy_loss,value_loss,entropy,approx_kl,clipfrac,ratio_min,ratio_max,explained_var,sps
2048,0.0003,-0.06157400459051132,0.2998971939086914,8.538657188415527,0.011082610525772908,0.1580078125,0.5248805284500122,1.9432724714279175,-0.03241422653752535,864
4096,0.0002993852459016393,-0.03641075640916824,0.34575966000556946,8.485413551330566,0.015014538072864524,0.229638671875,0.4296801686286926,2.2610154151916504,0.29565772564619563,683
6144,0.00029877049180327867,-0.02862626314163208,0.2854043245315552,8.413555145263672,0.017706601289683023,0.272998046875,0.403868168592453,1.8408169746398926,0.3115000308912781,503
8192,0.000298155737704918,-0.011169243603944778,0.18109558522701263,8.377427101135254,0.013998237697524018,0.20830078125,0.41788020730018616,2.2059719562530518,0.48258743069841215,446
10240,0.00029754098360655737,-0.03587889298796654,0.19862312078475952,8.329547882080078,0.012133332327357494,0.182666015625,0.4412297308444977,2.0888431072235107,0.5413338725195065,489
12288,0.0002969262295081967,-0.04093465954065323,0.1701156049966812,8.282673835754395,0.008662449906114488,0.122021484375,0.5032427310943604,1.9577257633209229,0.6604727019522343,552
14336,0.00029631147540983607,-0.04299516603350639,0.1557583063840866,8.221159934997559,0.00933061430696398,0.134130859375,0.4996694326400757,1.6639374494552612,0.7827552761002055,606
16384,0.00029569672131147536,-0.026140104979276657,0.15711231529712677,8.141549110412598,0.008846454799640923,0.13134765625,0.4994697868824005,1.7810834646224976,0.7689779837426476,655
18432,0.0002950819672131147,-0.007871381938457489,0.08415193110704422,8.120131492614746,0.00812968697573524,0.111962890625,0.48636651039123535,1.881726622581482,0.8674753793001344,696
20480,0.00029446721311475406,-0.04888039454817772,0.09210801124572754,8.121842384338379,0.009875357316923327,0.13837890625,0.4146116077899933,2.24729585647583,0.7812101370575073,734
22528,0.0002938524590163934,-0.02645149454474449,0.07827702164649963,8.090571403503418,0.010714866599300876,0.15556640625,0.40145277976989746,2.1064953804016113,0.7694088179429996,769
24576,0.00029323770491803276,-0.04749780148267746,0.06729213893413544,8.107349395751953,0.01016214003029745,0.147998046875,0.3836666941642761,1.7332550287246704,0.8151994990236411,801
26624,0.0002926229508196721,-0.03372327238321304,0.05537635087966919,8.057899475097656,0.009766179180587642,0.144580078125,0.3700692057609558,1.7547433376312256,0.8497450399130575,831
28672,0.00029200819672131145,-0.032073959708213806,0.05665731802582741,8.048602104187012,0.010371994756860658,0.15380859375,0.5478324890136719,2.039898633956909,0.8849186355942098,858
30720,0.0002913934426229508,-0.010711831972002983,0.02624962106347084,8.061027526855469,0.008622516636387445,0.121337890625,0.45835497975349426,1.7820162773132324,0.8695337415694843,882
32768,0.00029077868852459015,-0.051156796514987946,0.04507162794470787,8.061870574951172,0.009825157083105296,0.14375,0.4517841041088104,2.352297306060791,0.8682320743795187,905
34816,0.00029016393442622945,-0.030034828931093216,0.018360545858740807,8.056495666503906,0.0097734263894381,0.143798828125,0.4692500829696655,1.957350492477417,0.8839055246245648,927
36864,0.00028954918032786885,-0.053493302315473557,0.012138728983700275,8.076292991638184,0.008026599397999235,0.1115234375,0.558710515499115,1.848090410232544,0.8905315936239764,947
38912,0.0002889344262295082,-0.03380294516682625,0.01235440094023943,8.069682121276855,0.00890493961633183,0.123828125,0.5193738341331482,2.426971912384033,0.9163203211263558,964
40960,0.00028831967213114755,-0.028032947331666946,0.010054880753159523,8.041553497314453,0.008562329501728527,0.119677734375,0.37976792454719543,1.7319282293319702,0.916087876159192,982
43008,0.00028770491803278684,-0.01271466538310051,0.006595768965780735,7.994154930114746,0.010280048137065022,0.14853515625,0.30133992433547974,1.8494974374771118,0.963085326223315,998
45056,0.0002870901639344262,-0.029031671583652496,0.007922746241092682,7.941563129425049,0.008825856374460272,0.124267578125,0.40382620692253113,1.8596335649490356,0.9697188383660788,1013
47104,0.00028647540983606554,-0.047470636665821075,0.008500142954289913,7.888609886169434,0.010733282429282554,0.1548828125,0.43694597482681274,1.81325101852417,0.9634376351603778,1027
49152,0.0002858606557377049,-0.003241518512368202,0.007915410213172436,7.85799503326416,0.009389110989286565,0.137451171875,0.47581127285957336,1.9443995952606201,0.9606742724576289,1041
51200,0.00028524590163934424,-0.047375455498695374,0.008677639067173004,7.811713695526123,0.00983642959035933,0.140234375,0.4527057707309723,2.183349132537842,0.960986044486193,1055
53248,0.0002846311475409836,-0.016080200672149658,0.0032064728438854218,7.80655574798584,0.008409784644027241,0.117919921875,0.5007515549659729,2.3155677318573,0.9665867622398189,1066
55296,0.00028401639344262294,-0.014895008876919746,0.008447832427918911,7.7918009757995605,0.010645084053976461,0.160888671875,0.4793739318847656,1.9981459379196167,0.9348576634340026,1078
57344,0.0002834016393442623,-0.015557955950498581,0.003975034691393375,7.779087066650391,0.0105639621760929,0.1564453125,0.471127986907959,1.9705286026000977,0.9736285479178514,1088
