global_step,return,length
21,20.0,21
29,7.0,8
36,6.0,7
40,3.0,4
43,2.0,3
53,9.0,10
61,7.0,8
73,11.0,12
79,5.0,6
83,3.0,4
87,3.0,4
91,3.0,4
103,11.0,12
111,7.0,8
120,8.0,9
137,16.0,17
143,5.0,6
150,6.0,7
160,9.0,10
166,5.0,6
178,11.0,12
190,11.0,12
199,8.0,9
203,3.0,4
208,4.0,5
223,14.0,15
233,9.0,10
236,2.0,3
244,7.0,8
250,5.0,6
261,10.0,11
267,5.0,6
272,4.0,5
280,7.0,8
286,5.0,6
293,6.0,7
298,4.0,5
306,7.0,8
315,8.0,9
323,7.0,8
328,4.0,5
336,7.0,8
343,6.0,7
354,10.0,11
362,7.0,8
372,9.0,10
385,12.0,13
390,4.0,5
396,5.0,6
403,6.0,7
407,3.0,4
412,4.0,5
424,11.0,12
436,11.0,12
441,4.0,5
447,5.0,6
455,7.0,8
459,3.0,4
466,6.0,7
472,5.0,6
491,18.0,19
500,8.0,9
505,4.0,5
510,4.0,5
523,12.0,13
535,11.0,12
544,8.0,9
551,6.0,7
555,3.0,4
559,3.0,4
566,6.0,7
571,4.0,5
576,4.0,5
582,5.0,6
587,4.0,5
594,6.0,7
601,6.0,7
606,4.0,5
615,8.0,9
619,3.0,4
626,6.0,7
633,6.0,7
649,15.0,16
654,4.0,5
657,2.0,3
667,9.0,10
673,5.0,6
680,6.0,7
687,6.0,7
692,4.0,5
697,4.0,5
703,5.0,6
710,6.0,7
713,2.0,3
720,6.0,7
729,8.0,9
740,10.0,11
752,11.0,12
757,4.0,5
773,15.0,16
797,23.0,24
803,5.0,6
810,6.0,7
820,9.0,10
825,4.0,5
834,8.0,9
842,7.0,8
846,3.0,4
852,5.0,6
858,5.0,6
862,3.0,4
872,9.0,10
884,11.0,12
889,4.0,5
900,10.0,11
912,11.0,12
923,10.0,11
926,2.0,3
936,9.0,10
943,6.0,7
949,5.0,6
955,5.0,6
961,5.0,6
968,6.0,7
972,3.0,4
978,5.0,6
988,9.0,10
998,9.0,10
1011,12.0,13
1019,7.0,8
1030,10.0,11
1044,13.0,14
1058,13.0,14
1063,4.0,5
1068,4.0,5
1082,13.0,14
1085,2.0,3
1093,7.0,8
1097,3.0,4
1103,5.0,6
1112,8.0,9
1116,3.0,4
1122,5.0,6
1136,13.0,14
